V,E,PrimCost,PrimTime,KruskalCost,KruskalTime
5,7,150,00,6,150,00,1
6,9,121,00,0,121,00,0
8,12,240,00,0,240,00,0
10,15,364,00,0,364,00,0
12,20,225,00,0,225,00,0
15,25,483,00,0,483,00,0
